token_id,user_address,mint_amount_wei,deposit_amount_wei
1,0x0057be07beef5d9b4beb9e2d147906e83d1915c8,2031992307916436,4504572695101579
2,0x017bf999c55e6a72f7bed10dbd78e3c514ea2228,1436837681751727489,2893475277098135989
3,0x019ed608dd806b80193942f2a960e7ac8abb2ee3,2169216852193440,5006657699348785
5,0x04a38539567837666eb4ee6e027005d14410386d,10363018998755657941,21302671446948950321
8,0x07497437db00a12db5addb99d3cdd9f6937222d9,2257813621424673,5005179178127208
10,0x084f1a3ec5d2c5c3da6126a262d0d9f19bfee12c,2255445662196589,5005386688591562
12,0x0b35234f93db05a3290658ccd5cf7e7d0e125f3d,2071243755175597,5006135143749201
13,0x0bc24444fe0c7ed98c0d570a9f159ddd42217c2a,233554175180096873,3300339801835561311
14,0x0c1cfd35d86ae760134f307667b6cafb6c7fc7e8,102565644675152572,205543940832214716
15,0x0c3380f0844f90ad87e07ac86a22d545bfbe6b25,1905960700552009,4205819544258480
17,0x0e9b56201bb3ce364c354018b623ee03824e7414,2466232396977216,5503091260152257
18,0x0fe240a875d41949e10a3a9b35bff251bcccaa77,2257675030690529,5004871946631110
19,0x11a49404b74ae8dd718e339bcf2d152b71e08ff2,2004461101656536,4702774144317156
20,0x121e1573b7c6c15aa4c036d54bfd2974cf38a163,2255455211926930,5005191230626853
22,0x145c584f2f022997a9d0e5fcb4346042229525e1,61499148718821021,123823940817091655
23,0x1486723d87469daaeb176a5e7b3c83c556bea224,2255469386868245,5004901106709186
24,0x158a4cf04d9d342200e44bbf39bd1bbe1e6bbab3,2298985434356709,5002648099924539
25,0x1633090139689acf26bc44c7dc9c5f2d4e320526,2155457603020257,5005142291209878
27,0x17a91203a9e9c3519c2f76210497ef7f4be2352f,4515565650893287,10010221817625594
28,0x181142de6a3666ddd27bdac934011d6d8dc8ce71,2165081786255671,4574288733886741
29,0x18cfd6bc4ce35fa076da527fe384ac11b50c267f,2573540000042261,5598624263691200
30,0x197cef85f8347adea3fd23b6e8fc1aaa86fc2a1e,1815444023408542,4003795814142173
31,0x1ac714eed291aa4e55d6febb937d67365b5e8b04,2257739255443445,5005014321711572
32,0x1bba15127f9fd12a20e0e8c3a1e9c88245452ef3,3997142746166085,8860968618166415
33,0x1dca1f25e29ff5c35bfb4a6e39ff872bf717945b,36686425171692098,80043700593578699
34,0x1ebb73f5f47bcc3d7dc1dabf7284875e3ae40e07,2271114532433085,5006726186552081
35,0x1f77ec78737902cba88d96eb3b61fa252e9fd7cb,16091095147830340,35016086389937803
36,0x1f77f2c2936f3a401daf3dbc94faa0f88269b1a6,752168735307554871,1593472150347817754
38,0x21c9aba2392dd5e15ce74bf9c8685ac4907b5fab,23375440916191287,50053066009655331
40,0x2330eb2d92167c3b6b22690c03b508e0ca532980,58233943319300342,125129054163132797
42,0x23d344a3fe9450753324523425eac8bb6754eb8e,2102120040421494,4633363101936158
45,0x27146cd533760e0867db2647dad531fde92d80ef,2298636039884084,5003357412322089
47,0x2a2b7015c8b308aa45cb4d6a5fee46770d92ce1a,254370832902873466,518997262084090525
48,0x2a9266c354bf9ad6e790e776e7dbbe7c780e1f45,765625802263637,1535720466637510
49,0x2bc2d445fe62335f2d095ff00a0288d05b384381,2031863568301899,4504287301820235
52,0x2c9e70dfeb48aa32b9ad7da92e79db921819dfc5,2288198444995144,5007241780619967
53,0x2e78a0d97479ccb3238a4cd5f373654ba09fef2e,1664562880047313,4518111698491412
54,0x2f47a6d6115af4fc1935f5c9079c8acba92e5ab4,2032067823197923,4504740099315523
55,0x301a932d3faba362fd5fe592039f74658dc0945a,2032029755927215,4504655710812902
56,0x3065c42adb689a651ae406834982ea3c44adde80,2100728650329346,10218776694304793
59,0x335e4cb001eb27fe29f46004a082b8eebc295751,181206002875570,383243978099738
62,0x38430336153468dcf36af5cea7d6bc472425633a,2270491623786259,5006685299163182
63,0x3844597c2b75e8510d8895173addc28dd995fa45,94580564054348,209668621611753
64,0x3a401d1b6ab6d751cc268d1420010140de55ee38,466155661290945,1001048341297389
65,0x3aceb77bf88c3a92079baa8db3ddb172e3636bb7,1837483956284397,4002944388228802
66,0x3c2573b002cf51e64ab6d051814648eb3a305363,2154994856886567,4554765291687346
67,0x3f3623c56cc427ea34d37086a14869957a036a17,1936893730517899,4293755728214679
68,0x3fc50ee3e602df3b0583c4c9365782bbe5470273,2476869069574094,5389593735061332
69,0x4159f5df51fab9b89335990fffaf1eb66008a4b1,3510902578067353,10010543043951594
70,0x41c0d8986f952504a57f6d063e02101764874fb7,24581647359515020,61223204801805630
71,0x41cfb96bdf9d9074949447585a4387453a659436,1975129509033000,4358521316657536
72,0x41f219c81722f3d2244f6f381e725e1f4875e796,1941600853590096,4304190599439779
74,0x42c9a3f034592c39028aea70a6e69fbc6ccf6c31,1784994022744393,13685756646577711
76,0x436670da84cb19772769e6504c0444633d2d092c,2090808629774580,4606884673034045
79,0x46e636989dedbebb8a6581aef999fa3473e1d2d4,2555308717343884,7516488191138244
81,0x4781e7e272cf22a674becb2793092940e839f7b7,57638017953538,125453156156397
83,0x492f5d913aa8adebfcc4aafe7258f44df4e01043,2050371770252716,6003640168234740
85,0x4abb08d8a702d5df336e6d0d0c440b583630b283,1919735416582436,4201966016647187
86,0x4acb134fc6a4595893c7070caa58eb392ccfbf1a,2296732746160883,5005238098437731
88,0x4b6df47f6f5069580188984c8bedb189af286d5a,2264552801403800149,4675120213405392489
90,0x4fabde849f3d23fb952ec868df6ae0eb97961207,1655599044465248,7999999999999998
91,0x5111fa46b34a5a89e76d0dab7993c0c28292f3a6,3059849090244206,9008736154310767
